Value Date,Narration,Amount,Dr/Cr,Category
29-10-2023,Pilgrimage Travel,10712.8,Dr,Travel
29-10-2023,Kiryana Store,824.24,Dr,Groceries
30-10-2023,Children Transfer,17537.95,Cr,Income
01-11-2023,Electricity Bill,1597.65,Dr,Utilities
04-11-2023,Cable TV,356.67,Dr,Subscriptions
04-11-2023,Pilgrimage Travel,10366.92,Dr,Travel
04-11-2023,Cable TV,237.13,Dr,Subscriptions
05-11-2023,Vegetable Market,362.44,Dr,Groceries
05-11-2023,Train Ticket,7011.34,Dr,Travel
05-11-2023,Temple Donation,1810.25,Dr,Miscellaneous
06-11-2023,Newspaper Home Delivery,177.91,Dr,Subscriptions
07-11-2023,Milk Subscription,345.3,Dr,Groceries
07-11-2023,Pension Credit,59729.71,Cr,Income
08-11-2023,LPG Cylinder,904.1,Dr,Utilities
08-11-2023,Diagnostic Tests,9327.55,Dr,Healthcare
08-11-2023,Children Transfer,29461.77,Cr,Income
10-11-2023,Vegetable Market,1283.8,Dr,Groceries
10-11-2023,Train Ticket,5124.05,Dr,Travel
11-11-2023,Grandchildren's Gift,2080.4,Dr,Shopping
12-11-2023,Home Nurse Service,15019.97,Dr,Healthcare
12-11-2023,Cable TV,358.49,Dr,Subscriptions
14-11-2023,Grandchildren's Gift,906.35,Dr,Shopping
15-11-2023,Newspaper Home Delivery,260.91,Dr,Subscriptions
15-11-2023,Kiryana Store,702.78,Dr,Groceries
15-11-2023,Children Transfer,12908.03,Cr,Income
15-11-2023,Temple Donation,3410.59,Dr,Miscellaneous
16-11-2023,Home Nurse Service,12480.56,Dr,Healthcare
17-11-2023,Chemist Medical Store,3930.41,Dr,Healthcare
17-11-2023,Newspaper Home Delivery,281.88,Dr,Subscriptions
17-11-2023,Vegetable Market,1962.22,Dr,Groceries
18-11-2023,Temple Donation,1384.76,Dr,Miscellaneous
19-11-2023,LPG Cylinder,922.25,Dr,Utilities
19-11-2023,Electricity Bill,1514.56,Dr,Utilities
19-11-2023,Auto Rickshaw,76.98,Dr,Transportation
19-11-2023,Post Office Interest,6439.76,Cr,Income
20-11-2023,Rental Income,14244.96,Cr,Income
20-11-2023,Home Nurse Service,19570.91,Dr,Healthcare
23-11-2023,Post Office RD,9767.92,Dr,Insurance
24-11-2023,Temple Donation,2840.75,Dr,Miscellaneous
25-11-2023,Electricity Bill,578.4,Dr,Utilities
29-11-2023,LPG Cylinder,923.22,Dr,Utilities
29-11-2023,Pilgrimage Travel,18852.41,Dr,Travel
30-11-2023,LIC Premium,11674.78,Dr,Insurance
02-12-2023,Train Ticket,3909.35,Dr,Travel
02-12-2023,Pension Credit,32542.74,Cr,Income
05-12-2023,Rental Income,11568.3,Cr,Income
05-12-2023,Hospital Bill,25892.67,Dr,Healthcare
06-12-2023,Pilgrimage Travel,22129.69,Dr,Travel
06-12-2023,Vegetable Market,1629.52,Dr,Groceries
06-12-2023,Dividend Credit,8745.76,Cr,Income
08-12-2023,Dividend Credit,6833.87,Cr,Income
09-12-2023,Temple Donation,1834.02,Dr,Miscellaneous
09-12-2023,Post Office Interest,9803.22,Cr,Income
10-12-2023,Cable TV,350.67,Dr,Subscriptions
10-12-2023,Post Office RD,7804.55,Dr,Insurance
11-12-2023,Post Office RD,4308.35,Dr,Insurance
11-12-2023,Fixed Deposit Interest,22726.41,Cr,Income
12-12-2023,Electricity Bill,1164.17,Dr,Utilities
12-12-2023,Auto Rickshaw,101.21,Dr,Transportation
13-12-2023,Home Nurse Service,8493.95,Dr,Healthcare
13-12-2023,LIC Premium,14115.45,Dr,Insurance
13-12-2023,Vegetable Market,1667.46,Dr,Groceries
14-12-2023,PPF Withdrawal,12971.56,Cr,Income
14-12-2023,Temple Donation,871.63,Dr,Miscellaneous
15-12-2023,Milk Subscription,731.25,Dr,Groceries
16-12-2023,Diagnostic Tests,2804.45,Dr,Healthcare
16-12-2023,Grandchildren's Gift,631.66,Dr,Shopping
16-12-2023,PPF Withdrawal,48817.38,Cr,Income
18-12-2023,Hospital Bill,11684.44,Dr,Healthcare
19-12-2023,Rental Income,23006.09,Cr,Income
20-12-2023,Train Ticket,544.45,Dr,Travel
20-12-2023,Pension Credit,33892.06,Cr,Income
21-12-2023,Vegetable Market,1682.8,Dr,Groceries
22-12-2023,Milk Subscription,880.46,Dr,Groceries
22-12-2023,Cable TV,248.61,Dr,Subscriptions
23-12-2023,Milk Subscription,712.62,Dr,Groceries
23-12-2023,LPG Cylinder,921.82,Dr,Utilities
25-12-2023,Electricity Bill,2870.98,Dr,Utilities
25-12-2023,Home Nurse Service,8690.8,Dr,Healthcare
28-12-2023,Fixed Deposit Interest,14071.99,Cr,Income
29-12-2023,Kiryana Store,232.63,Dr,Groceries
29-12-2023,Fixed Deposit Interest,12284.46,Cr,Income
31-12-2023,Train Ticket,7579.41,Dr,Travel
31-12-2023,Post Office RD,5203.6,Dr,Insurance
31-12-2023,Electricity Bill,1617.17,Dr,Utilities
31-12-2023,Newspaper Home Delivery,273.14,Dr,Subscriptions
31-12-2023,Cable TV,453.79,Dr,Subscriptions
02-01-2024,Bus Ticket,1674.01,Dr,Travel
03-01-2024,Hospital Bill,33908.11,Dr,Healthcare
05-01-2024,LIC Premium,4710.29,Dr,Insurance
06-01-2024,Milk Subscription,436.07,Dr,Groceries
07-01-2024,Auto Rickshaw,219.68,Dr,Transportation
08-01-2024,Electricity Bill,2006.61,Dr,Utilities
08-01-2024,Newspaper Home Delivery,184.67,Dr,Subscriptions
09-01-2024,Fixed Deposit Interest,24393.98,Cr,Income
09-01-2024,Train Ticket,3915.86,Dr,Travel
09-01-2024,Post Office RD,9452.25,Dr,Insurance
11-01-2024,Post Office RD,7803.75,Dr,Insurance
11-01-2024,Readymade Garments,1016.47,Dr,Shopping
11-01-2024,LPG Cylinder,914.82,Dr,Utilities
13-01-2024,Train Ticket,6097.04,Dr,Travel
13-01-2024,Post Office Interest,8964.96,Cr,Income
14-01-2024,Pilgrimage Travel,12459.37,Dr,Travel
15-01-2024,Bus Ticket,1884.35,Dr,Travel
16-01-2024,Home Nurse Service,16318.75,Dr,Healthcare
16-01-2024,Grandchildren's Gift,2733.06,Dr,Shopping
16-01-2024,Kiryana Store,714.41,Dr,Groceries
16-01-2024,Pension Credit,54269.3,Cr,Income
18-01-2024,Electricity Bill,1381.47,Dr,Utilities
19-01-2024,Post Office Interest,5964.33,Cr,Income
19-01-2024,Home Nurse Service,10505.32,Dr,Healthcare
20-01-2024,Rental Income,6886.33,Cr,Income
20-01-2024,Grandchildren's Gift,916.66,Dr,Shopping
20-01-2024,LIC Premium,15398.48,Dr,Insurance
21-01-2024,Train Ticket,2634.89,Dr,Travel
22-01-2024,Dividend Credit,10230.22,Cr,Income
22-01-2024,Rental Income,7405.41,Cr,Income
23-01-2024,Pilgrimage Travel,26737.01,Dr,Travel
24-01-2024,Pension Credit,54090.59,Cr,Income
24-01-2024,Train Ticket,4110.83,Dr,Travel
25-01-2024,Dividend Credit,5735.48,Cr,Income
25-01-2024,Auto Rickshaw,99.32,Dr,Transportation
25-01-2024,Chemist Medical Store,3533.35,Dr,Healthcare
26-01-2024,Post Office Interest,9731.48,Cr,Income
27-01-2024,Chemist Medical Store,497.45,Dr,Healthcare
30-01-2024,Train Ticket,4170.26,Dr,Travel
30-01-2024,Temple Donation,1261.43,Dr,Miscellaneous
31-01-2024,Diagnostic Tests,6939.79,Dr,Healthcare
01-02-2024,Milk Subscription,777.91,Dr,Groceries
02-02-2024,Electricity Bill,654.71,Dr,Utilities
02-02-2024,Hospital Bill,42801.33,Dr,Healthcare
04-02-2024,Vegetable Market,1507.61,Dr,Groceries
05-02-2024,Pilgrimage Travel,23506.84,Dr,Travel
06-02-2024,Hospital Bill,48941.84,Dr,Healthcare
07-02-2024,Milk Subscription,718.22,Dr,Groceries
08-02-2024,Milk Subscription,897.91,Dr,Groceries
09-02-2024,Temple Donation,4850.63,Dr,Miscellaneous
09-02-2024,Kiryana Store,355.84,Dr,Groceries
10-02-2024,Diagnostic Tests,2676.42,Dr,Healthcare
10-02-2024,Home Nurse Service,7065.28,Dr,Healthcare
11-02-2024,Auto Rickshaw,241.87,Dr,Transportation
11-02-2024,Milk Subscription,402.96,Dr,Groceries
12-02-2024,LIC Premium,18279.36,Dr,Insurance
14-02-2024,Kiryana Store,559.45,Dr,Groceries
14-02-2024,Dividend Credit,12439.53,Cr,Income
15-02-2024,Post Office Interest,5740.5,Cr,Income
15-02-2024,Fixed Deposit Interest,13771.09,Cr,Income
15-02-2024,Train Ticket,7320.97,Dr,Travel
16-02-2024,Diagnostic Tests,1751.95,Dr,Healthcare
16-02-2024,Pilgrimage Travel,26788.62,Dr,Travel
16-02-2024,Readymade Garments,802.46,Dr,Shopping
17-02-2024,Electricity Bill,1478.82,Dr,Utilities
19-02-2024,Electricity Bill,1198.74,Dr,Utilities
19-02-2024,Train Ticket,6079.53,Dr,Travel
20-02-2024,Train Ticket,6155.68,Dr,Travel
21-02-2024,Diagnostic Tests,835.05,Dr,Healthcare
22-02-2024,LIC Premium,14096.47,Dr,Insurance
22-02-2024,Diagnostic Tests,1084.64,Dr,Healthcare
24-02-2024,Children Transfer,16178.09,Cr,Income
24-02-2024,Bus Ticket,1123.37,Dr,Travel
25-02-2024,Diagnostic Tests,1201.55,Dr,Healthcare
25-02-2024,Post Office Interest,2551.07,Cr,Income
26-02-2024,Train Ticket,4589.55,Dr,Travel
29-02-2024,Grandchildren's Gift,4820.21,Dr,Shopping
01-03-2024,Readymade Garments,2185.81,Dr,Shopping
01-03-2024,Post Office Interest,2792.0,Cr,Income
02-03-2024,Post Office RD,8750.74,Dr,Insurance
03-03-2024,Dividend Credit,10662.84,Cr,Income
04-03-2024,Newspaper Home Delivery,285.2,Dr,Subscriptions
05-03-2024,Rental Income,18677.3,Cr,Income
05-03-2024,Pilgrimage Travel,25253.86,Dr,Travel
06-03-2024,Rental Income,16075.15,Cr,Income
08-03-2024,Children Transfer,25535.11,Cr,Income
09-03-2024,Dividend Credit,9709.64,Cr,Income
09-03-2024,Chemist Medical Store,2801.03,Dr,Healthcare
12-03-2024,Grandchildren's Gift,1419.81,Dr,Shopping
12-03-2024,Kiryana Store,596.2,Dr,Groceries
12-03-2024,Newspaper Home Delivery,217.35,Dr,Subscriptions
13-03-2024,Temple Donation,2116.64,Dr,Miscellaneous
13-03-2024,Bus Ticket,727.34,Dr,Travel
13-03-2024,Diagnostic Tests,1802.61,Dr,Healthcare
15-03-2024,LPG Cylinder,927.1,Dr,Utilities
15-03-2024,Milk Subscription,377.08,Dr,Groceries
16-03-2024,Auto Rickshaw,162.92,Dr,Transportation
16-03-2024,Readymade Garments,1148.56,Dr,Shopping
18-03-2024,Children Transfer,19081.46,Cr,Income
18-03-2024,Post Office Interest,2537.99,Cr,Income
19-03-2024,Auto Rickshaw,281.01,Dr,Transportation
19-03-2024,Kiryana Store,1257.97,Dr,Groceries
19-03-2024,Newspaper Home Delivery,196.62,Dr,Subscriptions
20-03-2024,LPG Cylinder,922.24,Dr,Utilities
23-03-2024,Children Transfer,14997.42,Cr,Income
24-03-2024,Vegetable Market,922.87,Dr,Groceries
25-03-2024,PPF Withdrawal,36275.52,Cr,Income
25-03-2024,Vegetable Market,1984.95,Dr,Groceries
26-03-2024,Electricity Bill,2443.13,Dr,Utilities
27-03-2024,LIC Premium,2008.04,Dr,Insurance
27-03-2024,Train Ticket,4452.7,Dr,Travel
29-03-2024,LIC Premium,3913.43,Dr,Insurance
29-03-2024,Temple Donation,2471.98,Dr,Miscellaneous
30-03-2024,Grandchildren's Gift,1707.79,Dr,Shopping
01-04-2024,Kiryana Store,855.79,Dr,Groceries
01-04-2024,LPG Cylinder,929.6,Dr,Utilities
01-04-2024,Train Ticket,5444.02,Dr,Travel
03-04-2024,PPF Withdrawal,18882.2,Cr,Income
03-04-2024,Grandchildren's Gift,1688.49,Dr,Shopping
04-04-2024,Chemist Medical Store,2701.03,Dr,Healthcare
05-04-2024,Train Ticket,830.91,Dr,Travel
05-04-2024,LIC Premium,15204.07,Dr,Insurance
05-04-2024,Cable TV,341.82,Dr,Subscriptions
05-04-2024,Pilgrimage Travel,20462.06,Dr,Travel
07-04-2024,Electricity Bill,2855.56,Dr,Utilities
07-04-2024,Newspaper Home Delivery,268.82,Dr,Subscriptions
07-04-2024,Pension Credit,47408.62,Cr,Income
08-04-2024,Post Office Interest,6865.58,Cr,Income
09-04-2024,Auto Rickshaw,206.69,Dr,Transportation
09-04-2024,Kiryana Store,881.04,Dr,Groceries
11-04-2024,Newspaper Home Delivery,153.33,Dr,Subscriptions
13-04-2024,Home Nurse Service,11153.72,Dr,Healthcare
14-04-2024,Diagnostic Tests,2214.51,Dr,Healthcare
14-04-2024,LPG Cylinder,921.74,Dr,Utilities
14-04-2024,Post Office RD,4197.51,Dr,Insurance
15-04-2024,Home Nurse Service,9881.72,Dr,Healthcare
16-04-2024,Pilgrimage Travel,26467.87,Dr,Travel
17-04-2024,Grandchildren's Gift,567.88,Dr,Shopping
18-04-2024,Pilgrimage Travel,20621.53,Dr,Travel
18-04-2024,Vegetable Market,757.34,Dr,Groceries
18-04-2024,Pilgrimage Travel,14185.02,Dr,Travel
19-04-2024,Hospital Bill,16441.32,Dr,Healthcare
19-04-2024,Hospital Bill,10999.03,Dr,Healthcare
20-04-2024,Train Ticket,5125.05,Dr,Travel
20-04-2024,Grandchildren's Gift,3856.01,Dr,Shopping
22-04-2024,Temple Donation,1220.25,Dr,Miscellaneous
24-04-2024,Rental Income,17238.56,Cr,Income
24-04-2024,Temple Donation,2362.98,Dr,Miscellaneous
24-04-2024,Train Ticket,1248.51,Dr,Travel
25-04-2024,Kiryana Store,253.74,Dr,Groceries
26-04-2024,Kiryana Store,1354.76,Dr,Groceries
27-04-2024,Grandchildren's Gift,3458.61,Dr,Shopping
27-04-2024,Post Office RD,2550.42,Dr,Insurance
28-04-2024,Cable TV,252.66,Dr,Subscriptions
30-04-2024,Electricity Bill,710.66,Dr,Utilities
01-05-2024,Fixed Deposit Interest,21870.46,Cr,Income
02-05-2024,LPG Cylinder,920.73,Dr,Utilities
02-05-2024,Hospital Bill,6024.41,Dr,Healthcare
02-05-2024,Diagnostic Tests,2385.5,Dr,Healthcare
03-05-2024,Post Office RD,4350.98,Dr,Insurance
04-05-2024,LPG Cylinder,915.98,Dr,Utilities
04-05-2024,PPF Withdrawal,12795.18,Cr,Income
05-05-2024,Train Ticket,5711.62,Dr,Travel
06-05-2024,Pilgrimage Travel,11261.58,Dr,Travel
06-05-2024,Milk Subscription,655.45,Dr,Groceries
06-05-2024,Temple Donation,1696.06,Dr,Miscellaneous
06-05-2024,Post Office RD,3205.86,Dr,Insurance
06-05-2024,Temple Donation,742.9,Dr,Miscellaneous
08-05-2024,Diagnostic Tests,6959.8,Dr,Healthcare
08-05-2024,Vegetable Market,1114.88,Dr,Groceries
08-05-2024,LIC Premium,2111.84,Dr,Insurance
08-05-2024,LIC Premium,11464.66,Dr,Insurance
08-05-2024,Milk Subscription,855.19,Dr,Groceries
09-05-2024,Diagnostic Tests,3927.89,Dr,Healthcare
09-05-2024,Pilgrimage Travel,6783.91,Dr,Travel
09-05-2024,PPF Withdrawal,31126.41,Cr,Income
10-05-2024,LIC Premium,9945.29,Dr,Insurance
10-05-2024,LPG Cylinder,906.75,Dr,Utilities
10-05-2024,Diagnostic Tests,9022.84,Dr,Healthcare
11-05-2024,Pension Credit,52869.95,Cr,Income
12-05-2024,Kiryana Store,1057.07,Dr,Groceries
13-05-2024,Bus Ticket,1636.57,Dr,Travel
13-05-2024,Dividend Credit,10358.13,Cr,Income
13-05-2024,Chemist Medical Store,682.13,Dr,Healthcare
14-05-2024,Electricity Bill,2952.22,Dr,Utilities
15-05-2024,Auto Rickshaw,110.11,Dr,Transportation
16-05-2024,Vegetable Market,1918.36,Dr,Groceries
19-05-2024,Grandchildren's Gift,2715.07,Dr,Shopping
19-05-2024,Cable TV,247.03,Dr,Subscriptions
20-05-2024,Train Ticket,3478.69,Dr,Travel
20-05-2024,Children Transfer,12018.98,Cr,Income
20-05-2024,Hospital Bill,41857.14,Dr,Healthcare
21-05-2024,LPG Cylinder,903.88,Dr,Utilities
21-05-2024,Dividend Credit,13088.84,Cr,Income
22-05-2024,LIC Premium,14296.8,Dr,Insurance
23-05-2024,Diagnostic Tests,5353.94,Dr,Healthcare
24-05-2024,Auto Rickshaw,134.28,Dr,Transportation
25-05-2024,Diagnostic Tests,9702.13,Dr,Healthcare
27-05-2024,Children Transfer,25399.06,Cr,Income
28-05-2024,Bus Ticket,1537.91,Dr,Travel
29-05-2024,Home Nurse Service,11171.65,Dr,Healthcare
29-05-2024,LIC Premium,3285.78,Dr,Insurance
29-05-2024,Rental Income,13950.89,Cr,Income
29-05-2024,Pilgrimage Travel,24052.45,Dr,Travel
30-05-2024,Bus Ticket,338.41,Dr,Travel
30-05-2024,Kiryana Store,876.41,Dr,Groceries
30-05-2024,Pilgrimage Travel,21785.02,Dr,Travel
31-05-2024,Dividend Credit,6345.1,Cr,Income
01-06-2024,Children Transfer,20079.44,Cr,Income
02-06-2024,LPG Cylinder,934.35,Dr,Utilities
03-06-2024,Dividend Credit,7065.86,Cr,Income
04-06-2024,Milk Subscription,428.52,Dr,Groceries
04-06-2024,LPG Cylinder,945.11,Dr,Utilities
04-06-2024,Pilgrimage Travel,28164.82,Dr,Travel
05-06-2024,Auto Rickshaw,174.64,Dr,Transportation
08-06-2024,Grandchildren's Gift,2451.2,Dr,Shopping
08-06-2024,Pension Credit,57754.99,Cr,Income
09-06-2024,Hospital Bill,10392.2,Dr,Healthcare
10-06-2024,Readymade Garments,1591.6,Dr,Shopping
10-06-2024,LPG Cylinder,912.19,Dr,Utilities
10-06-2024,Milk Subscription,819.19,Dr,Groceries
10-06-2024,Temple Donation,1777.51,Dr,Miscellaneous
10-06-2024,Vegetable Market,440.73,Dr,Groceries
12-06-2024,Pilgrimage Travel,15989.01,Dr,Travel
12-06-2024,Auto Rickshaw,116.52,Dr,Transportation
14-06-2024,Vegetable Market,1777.01,Dr,Groceries
14-06-2024,LIC Premium,12956.37,Dr,Insurance
15-06-2024,Kiryana Store,372.38,Dr,Groceries
16-06-2024,Post Office Interest,8269.88,Cr,Income
16-06-2024,Chemist Medical Store,2690.2,Dr,Healthcare
17-06-2024,Pension Credit,21093.34,Cr,Income
17-06-2024,Train Ticket,4831.52,Dr,Travel
20-06-2024,Chemist Medical Store,1957.09,Dr,Healthcare
21-06-2024,Readymade Garments,1096.16,Dr,Shopping
25-06-2024,Hospital Bill,35280.73,Dr,Healthcare
26-06-2024,Diagnostic Tests,8677.18,Dr,Healthcare
27-06-2024,Electricity Bill,2127.09,Dr,Utilities
28-06-2024,Electricity Bill,762.28,Dr,Utilities
30-06-2024,Dividend Credit,13248.99,Cr,Income
30-06-2024,Kiryana Store,510.4,Dr,Groceries
01-07-2024,Hospital Bill,19703.26,Dr,Healthcare
01-07-2024,Grandchildren's Gift,3822.04,Dr,Shopping
01-07-2024,Home Nurse Service,9151.42,Dr,Healthcare
01-07-2024,Dividend Credit,9676.78,Cr,Income
01-07-2024,LPG Cylinder,910.61,Dr,Utilities
02-07-2024,Bus Ticket,1502.17,Dr,Travel
02-07-2024,Bus Ticket,992.66,Dr,Travel
02-07-2024,Post Office Interest,6601.19,Cr,Income
02-07-2024,Vegetable Market,1988.04,Dr,Groceries
03-07-2024,Temple Donation,147.35,Dr,Miscellaneous
05-07-2024,Auto Rickshaw,61.12,Dr,Transportation
07-07-2024,LPG Cylinder,948.8,Dr,Utilities
07-07-2024,Kiryana Store,1103.15,Dr,Groceries
09-07-2024,Hospital Bill,24884.24,Dr,Healthcare
09-07-2024,Fixed Deposit Interest,20700.66,Cr,Income
10-07-2024,Diagnostic Tests,8532.36,Dr,Healthcare
11-07-2024,Home Nurse Service,5888.13,Dr,Healthcare
12-07-2024,Vegetable Market,355.34,Dr,Groceries
12-07-2024,Diagnostic Tests,8337.25,Dr,Healthcare
13-07-2024,Post Office RD,6960.53,Dr,Insurance
13-07-2024,Post Office RD,8041.47,Dr,Insurance
13-07-2024,Electricity Bill,2781.51,Dr,Utilities
14-07-2024,Readymade Garments,2578.69,Dr,Shopping
15-07-2024,Readymade Garments,1208.93,Dr,Shopping
16-07-2024,Pilgrimage Travel,27426.42,Dr,Travel
16-07-2024,Rental Income,11512.74,Cr,Income
16-07-2024,LPG Cylinder,915.1,Dr,Utilities
17-07-2024,Diagnostic Tests,2948.16,Dr,Healthcare
18-07-2024,Grandchildren's Gift,3531.22,Dr,Shopping
18-07-2024,Post Office Interest,6546.8,Cr,Income
19-07-2024,Newspaper Home Delivery,232.48,Dr,Subscriptions
19-07-2024,Vegetable Market,542.49,Dr,Groceries
20-07-2024,Home Nurse Service,18050.88,Dr,Healthcare
21-07-2024,Pilgrimage Travel,11484.42,Dr,Travel
22-07-2024,Milk Subscription,868.81,Dr,Groceries
22-07-2024,Auto Rickshaw,238.7,Dr,Transportation
25-07-2024,Grandchildren's Gift,1160.26,Dr,Shopping
25-07-2024,Train Ticket,5061.26,Dr,Travel
25-07-2024,Pension Credit,26690.76,Cr,Income
25-07-2024,Rental Income,18818.81,Cr,Income
25-07-2024,Rental Income,18600.43,Cr,Income
27-07-2024,Temple Donation,611.24,Dr,Miscellaneous
27-07-2024,Temple Donation,4589.99,Dr,Miscellaneous
28-07-2024,LIC Premium,14912.65,Dr,Insurance
30-07-2024,Home Nurse Service,12320.47,Dr,Healthcare
30-07-2024,Diagnostic Tests,1324.54,Dr,Healthcare
30-07-2024,Pension Credit,42073.07,Cr,Income
02-08-2024,LPG Cylinder,915.27,Dr,Utilities
03-08-2024,Grandchildren's Gift,597.71,Dr,Shopping
03-08-2024,Home Nurse Service,5836.0,Dr,Healthcare
04-08-2024,Hospital Bill,12563.24,Dr,Healthcare
04-08-2024,Temple Donation,1483.96,Dr,Miscellaneous
05-08-2024,Readymade Garments,424.62,Dr,Shopping
07-08-2024,Fixed Deposit Interest,27498.9,Cr,Income
08-08-2024,Newspaper Home Delivery,262.82,Dr,Subscriptions
09-08-2024,Cable TV,443.13,Dr,Subscriptions
09-08-2024,Milk Subscription,598.62,Dr,Groceries
10-08-2024,Train Ticket,2447.43,Dr,Travel
10-08-2024,Auto Rickshaw,100.25,Dr,Transportation
10-08-2024,Vegetable Market,1947.75,Dr,Groceries
11-08-2024,LIC Premium,11141.9,Dr,Insurance
11-08-2024,Chemist Medical Store,2931.76,Dr,Healthcare
13-08-2024,Cable TV,351.59,Dr,Subscriptions
17-08-2024,Grandchildren's Gift,3972.48,Dr,Shopping
18-08-2024,Milk Subscription,807.44,Dr,Groceries
18-08-2024,Post Office RD,6654.96,Dr,Insurance
19-08-2024,Milk Subscription,739.17,Dr,Groceries
20-08-2024,Home Nurse Service,16226.27,Dr,Healthcare
20-08-2024,Grandchildren's Gift,4973.08,Dr,Shopping
21-08-2024,Newspaper Home Delivery,291.07,Dr,Subscriptions
23-08-2024,Pension Credit,31701.52,Cr,Income
23-08-2024,Bus Ticket,801.9,Dr,Travel
24-08-2024,Bus Ticket,1458.51,Dr,Travel
25-08-2024,Milk Subscription,671.33,Dr,Groceries
26-08-2024,Train Ticket,6410.02,Dr,Travel
28-08-2024,Fixed Deposit Interest,23360.0,Cr,Income
28-08-2024,Dividend Credit,11609.69,Cr,Income
29-08-2024,Newspaper Home Delivery,217.23,Dr,Subscriptions
29-08-2024,Hospital Bill,11113.98,Dr,Healthcare
31-08-2024,Post Office RD,9302.37,Dr,Insurance
31-08-2024,Kiryana Store,479.78,Dr,Groceries
31-08-2024,Rental Income,24719.39,Cr,Income
02-09-2024,Cable TV,298.91,Dr,Subscriptions
03-09-2024,Dividend Credit,3912.09,Cr,Income
04-09-2024,Post Office RD,6012.16,Dr,Insurance
05-09-2024,LPG Cylinder,929.7,Dr,Utilities
06-09-2024,Children Transfer,5090.99,Cr,Income
06-09-2024,LPG Cylinder,941.11,Dr,Utilities
09-09-2024,Vegetable Market,1380.18,Dr,Groceries
09-09-2024,Hospital Bill,44741.02,Dr,Healthcare
10-09-2024,Readymade Garments,1420.33,Dr,Shopping
10-09-2024,Grandchildren's Gift,1909.3,Dr,Shopping
11-09-2024,Auto Rickshaw,79.66,Dr,Transportation
12-09-2024,Electricity Bill,752.52,Dr,Utilities
12-09-2024,Bus Ticket,834.99,Dr,Travel
13-09-2024,Kiryana Store,473.77,Dr,Groceries
13-09-2024,Chemist Medical Store,585.32,Dr,Healthcare
14-09-2024,Readymade Garments,1432.97,Dr,Shopping
14-09-2024,Children Transfer,10074.51,Cr,Income
16-09-2024,Pilgrimage Travel,13920.36,Dr,Travel
16-09-2024,Dividend Credit,12208.0,Cr,Income
16-09-2024,Home Nurse Service,10641.16,Dr,Healthcare
16-09-2024,Milk Subscription,303.94,Dr,Groceries
18-09-2024,Newspaper Home Delivery,189.25,Dr,Subscriptions
18-09-2024,Post Office Interest,5743.75,Cr,Income
19-09-2024,Milk Subscription,656.35,Dr,Groceries
19-09-2024,Pilgrimage Travel,17589.18,Dr,Travel
21-09-2024,Bus Ticket,1529.67,Dr,Travel
21-09-2024,Chemist Medical Store,2469.83,Dr,Healthcare
21-09-2024,Kiryana Store,245.73,Dr,Groceries
21-09-2024,LPG Cylinder,932.07,Dr,Utilities
23-09-2024,Bus Ticket,1048.47,Dr,Travel
25-09-2024,Temple Donation,2292.49,Dr,Miscellaneous
25-09-2024,Chemist Medical Store,2417.71,Dr,Healthcare
26-09-2024,Pension Credit,28180.55,Cr,Income
26-09-2024,Train Ticket,1765.87,Dr,Travel
26-09-2024,Milk Subscription,499.17,Dr,Groceries
27-09-2024,Kiryana Store,1376.71,Dr,Groceries
28-09-2024,Diagnostic Tests,3703.13,Dr,Healthcare
29-09-2024,Fixed Deposit Interest,24886.67,Cr,Income
29-09-2024,Dividend Credit,8688.16,Cr,Income
29-09-2024,Auto Rickshaw,139.62,Dr,Transportation
02-10-2024,Grandchildren's Gift,4957.77,Dr,Shopping
03-10-2024,Kiryana Store,866.41,Dr,Groceries
04-10-2024,PPF Withdrawal,44137.25,Cr,Income
04-10-2024,Diagnostic Tests,1649.7,Dr,Healthcare
04-10-2024,Bus Ticket,1128.88,Dr,Travel
05-10-2024,Temple Donation,2962.28,Dr,Miscellaneous
05-10-2024,Home Nurse Service,18172.89,Dr,Healthcare
05-10-2024,Temple Donation,4329.15,Dr,Miscellaneous
06-10-2024,Home Nurse Service,6197.31,Dr,Healthcare
06-10-2024,Temple Donation,1101.41,Dr,Miscellaneous
07-10-2024,Dividend Credit,14299.38,Cr,Income
08-10-2024,Post Office RD,3434.44,Dr,Insurance
09-10-2024,Cable TV,387.81,Dr,Subscriptions
09-10-2024,Bus Ticket,896.23,Dr,Travel
11-10-2024,Home Nurse Service,5900.75,Dr,Healthcare
11-10-2024,Chemist Medical Store,2054.75,Dr,Healthcare
11-10-2024,Pilgrimage Travel,20203.39,Dr,Travel
12-10-2024,Auto Rickshaw,274.65,Dr,Transportation
13-10-2024,Home Nurse Service,15858.66,Dr,Healthcare
13-10-2024,Bus Ticket,857.85,Dr,Travel
14-10-2024,Vegetable Market,681.46,Dr,Groceries
15-10-2024,Post Office RD,3654.38,Dr,Insurance
16-10-2024,Dividend Credit,4781.16,Cr,Income
16-10-2024,Grandchildren's Gift,548.17,Dr,Shopping
16-10-2024,Grandchildren's Gift,2327.39,Dr,Shopping
18-10-2024,Newspaper Home Delivery,168.57,Dr,Subscriptions
18-10-2024,Milk Subscription,640.71,Dr,Groceries
19-10-2024,Post Office Interest,2671.83,Cr,Income
19-10-2024,PPF Withdrawal,48985.12,Cr,Income
20-10-2024,Diagnostic Tests,983.11,Dr,Healthcare
