Transaction Date,Description,Net Amount,Type,Spending Category
01-03-2025,Coffee Shop,93.16,Expense,Food & Dining
01-03-2025,YouTube Premium,139.0,Expense,Subscriptions
01-04-2025,Amazon Purchase,1805.42,Expense,Shopping
01-04-2025,Uber Ride,239.45,Expense,Transportation
01-05-2025,Amazon Prime,716.83,Expense,Subscriptions
01-05-2025,Myntra Fashion,1947.91,Expense,Shopping
01-05-2025,Jio Recharge,291.36,Expense,Utilities
01-06-2025,Ola Cab,465.91,Expense,Transportation
01-08-2025,Petrol / Diesel,1191.44,Expense,Transportation
01-08-2025,Petrol / Diesel,3311.4,Expense,Transportation
01-09-2025,Doctor Consultation,937.69,Expense,Healthcare
01-09-2025,Jio Recharge,226.16,Expense,Utilities
01-10-2025,Metro Card Recharge,318.61,Expense,Transportation
01-12-2025,BigBasket Groceries,1784.25,Expense,Groceries
01-12-2025,Online Course,1239.18,Expense,Education
01-13-2025,Spotify Premium,119.0,Expense,Subscriptions
01-14-2025,Hotel Stay,9381.95,Expense,Travel
01-14-2025,Online Course,2626.12,Expense,Education
01-15-2025,Book Purchase,210.71,Expense,Education
01-15-2025,DMart Purchase,1439.11,Expense,Groceries
01-16-2025,Apollo Pharmacy,1725.82,Expense,Healthcare
01-17-2025,Ajio Clothing,1519.25,Expense,Shopping
01-17-2025,Coffee Shop,271.51,Expense,Food & Dining
01-20-2025,Airtel Mobile Bill,769.44,Expense,Utilities
01-20-2025,Water Bill,340.55,Expense,Utilities
01-20-2025,House Rent,17646.07,Expense,Housing
01-21-2025,Amazon Purchase,3706.51,Expense,Shopping
01-21-2025,Hotel Stay,8244.88,Expense,Travel
01-21-2025,Hotel Stay,3393.78,Expense,Travel
01-21-2025,Myntra Fashion,1526.48,Expense,Shopping
01-22-2025,Cashback Credit,125.62,Income,Income
01-22-2025,Hotstar Subscription,160.17,Expense,Subscriptions
01-22-2025,Newspaper Subscription,254.58,Expense,Subscriptions
01-22-2025,Bonus Credit,40344.58,Income,Income
01-23-2025,Petrol / Diesel,925.77,Expense,Transportation
01-23-2025,Gaming Recharge,1009.1,Expense,Entertainment
01-24-2025,House Rent,10169.61,Expense,Housing
01-24-2025,BigBasket Groceries,2582.24,Expense,Groceries
01-24-2025,BigBasket Groceries,369.55,Expense,Groceries
01-25-2025,Hotstar Subscription,699.34,Expense,Subscriptions
01-25-2025,Petrol / Diesel,701.36,Expense,Transportation
01-26-2025,Uber Ride,179.43,Expense,Transportation
01-26-2025,PVR Cinemas,480.14,Expense,Entertainment
01-26-2025,Travel Booking,8432.58,Expense,Travel
01-27-2025,Water Bill,685.5,Expense,Utilities
01-28-2025,Airtel Mobile Bill,567.5,Expense,Utilities
01-28-2025,Maintenance Charges,2824.44,Expense,Housing
01-28-2025,Restaurant Dinner,1547.39,Expense,Food & Dining
01-28-2025,Water Bill,248.88,Expense,Utilities
01-29-2025,Electricity Bill,2744.08,Expense,Utilities
01-30-2025,House Rent,11105.84,Expense,Housing
01-30-2025,Maintenance Charges,1129.14,Expense,Housing
01-31-2025,Jio Recharge,472.09,Expense,Utilities
02-01-2025,Rapido Bike Taxi,53.44,Expense,Transportation
02-01-2025,Doctor Consultation,1130.57,Expense,Healthcare
02-02-2025,Parking Charges,262.43,Expense,Transportation
02-02-2025,Petrol / Diesel,1687.81,Expense,Transportation
02-02-2025,Spa Treatment,2307.84,Expense,Personal Care
02-02-2025,Amazon Purchase,7254.65,Expense,Shopping
02-02-2025,DMart Purchase,1575.05,Expense,Groceries
02-04-2025,Water Bill,345.89,Expense,Utilities
02-04-2025,Doctor Consultation,904.2,Expense,Healthcare
02-04-2025,Online Course,2435.05,Expense,Education
02-05-2025,Insurance Premium,1032.97,Expense,Insurance
02-05-2025,Uber Ride,501.38,Expense,Transportation
02-05-2025,Zomato Food Delivery,259.16,Expense,Food & Dining
02-07-2025,DMart Purchase,1955.38,Expense,Groceries
02-08-2025,Airtel Mobile Bill,982.74,Expense,Utilities
02-08-2025,Refund Credit,1444.47,Income,Income
02-08-2025,Metro Card Recharge,225.54,Expense,Transportation
02-08-2025,Apollo Pharmacy,1899.67,Expense,Healthcare
02-09-2025,Travel Booking,9768.04,Expense,Travel
02-10-2025,Rapido Bike Taxi,76.22,Expense,Transportation
02-10-2025,Netflix Subscription,218.04,Expense,Subscriptions
02-10-2025,Maintenance Charges,1651.97,Expense,Housing
02-12-2025,Myntra Fashion,1713.83,Expense,Shopping
02-12-2025,Rental Income,14980.73,Income,Income
02-12-2025,Water Bill,280.54,Expense,Utilities
02-14-2025,YouTube Premium,139.0,Expense,Subscriptions
02-14-2025,1mg Medicine Order,714.0,Expense,Healthcare
02-14-2025,Uber Ride,159.28,Expense,Transportation
02-14-2025,School Fees,7246.44,Expense,Education
02-14-2025,BigBasket Groceries,1893.8,Expense,Groceries
02-14-2025,Freelance Payment,10692.86,Income,Income
02-15-2025,Ola Cab,253.31,Expense,Transportation
02-16-2025,Flipkart Order,1983.09,Expense,Shopping
02-16-2025,Spa Treatment,647.66,Expense,Personal Care
02-17-2025,Coffee Shop,315.79,Expense,Food & Dining
02-17-2025,Parking Charges,201.39,Expense,Transportation
02-17-2025,Maintenance Charges,528.34,Expense,Housing
02-17-2025,Swiggy Order,371.29,Expense,Food & Dining
02-19-2025,UPI Received,9331.23,Income,Income
02-19-2025,BigBasket Groceries,1065.33,Expense,Groceries
02-20-2025,Doctor Consultation,617.87,Expense,Healthcare
02-20-2025,Flipkart Order,5841.49,Expense,Shopping
02-21-2025,Parking Charges,159.04,Expense,Transportation
02-21-2025,Flipkart Order,2006.1,Expense,Shopping
02-21-2025,Rapido Bike Taxi,50.32,Expense,Transportation
02-25-2025,Water Bill,516.83,Expense,Utilities
02-26-2025,Hotstar Subscription,735.65,Expense,Subscriptions
02-26-2025,ATM Withdrawal,895.98,Expense,Miscellaneous
02-26-2025,YouTube Premium,139.0,Expense,Subscriptions
02-27-2025,Apollo Pharmacy,1740.15,Expense,Healthcare
02-27-2025,Petrol / Diesel,2876.08,Expense,Transportation
02-27-2025,Coffee Shop,461.87,Expense,Food & Dining
02-28-2025,Amazon Prime,544.95,Expense,Subscriptions
02-28-2025,Meesho Order,1627.17,Expense,Shopping
03-02-2025,Rental Income,8407.62,Income,Income
03-02-2025,Bonus Credit,15193.41,Income,Income
03-02-2025,Petrol / Diesel,2007.88,Expense,Transportation
03-02-2025,Restaurant Dinner,1362.27,Expense,Food & Dining
03-03-2025,Maintenance Charges,2515.8,Expense,Housing
03-03-2025,Airtel Mobile Bill,413.03,Expense,Utilities
03-03-2025,YouTube Premium,139.0,Expense,Subscriptions
03-04-2025,Spotify Premium,119.0,Expense,Subscriptions
03-04-2025,PVR Cinemas,307.59,Expense,Entertainment
03-05-2025,Hotstar Subscription,731.96,Expense,Subscriptions
03-05-2025,BookMyShow Tickets,826.45,Expense,Entertainment
03-06-2025,Gaming Recharge,430.88,Expense,Entertainment
03-06-2025,Bonus Credit,45114.94,Income,Income
03-06-2025,Flipkart Order,2820.13,Expense,Shopping
03-07-2025,Swiggy Order,854.55,Expense,Food & Dining
03-07-2025,Restaurant Dinner,926.56,Expense,Food & Dining
03-07-2025,Bonus Credit,7363.04,Income,Income
03-07-2025,PVR Cinemas,778.78,Expense,Entertainment
03-08-2025,Ajio Clothing,2122.83,Expense,Shopping
03-08-2025,Rental Income,11645.87,Income,Income
03-08-2025,Amazon Purchase,4329.39,Expense,Shopping
03-09-2025,Apollo Pharmacy,240.02,Expense,Healthcare
03-09-2025,Zomato Food Delivery,454.06,Expense,Food & Dining
03-09-2025,Apollo Pharmacy,1913.62,Expense,Healthcare
03-10-2025,Petrol / Diesel,1665.22,Expense,Transportation
03-10-2025,Flipkart Order,4765.24,Expense,Shopping
03-10-2025,Maintenance Charges,2966.9,Expense,Housing
03-10-2025,Salary Credit,62553.25,Income,Income
03-11-2025,House Rent,9666.59,Expense,Housing
03-12-2025,Metro Card Recharge,576.47,Expense,Transportation
03-13-2025,BigBasket Groceries,2109.85,Expense,Groceries
03-14-2025,Restaurant Dinner,431.46,Expense,Food & Dining
03-14-2025,Interest Credit,1460.41,Income,Income
03-14-2025,Hotstar Subscription,404.62,Expense,Subscriptions
03-16-2025,Gaming Recharge,1473.29,Expense,Entertainment
03-16-2025,Apollo Pharmacy,820.28,Expense,Healthcare
03-16-2025,Doctor Consultation,520.22,Expense,Healthcare
03-17-2025,Flipkart Order,1331.47,Expense,Shopping
03-17-2025,Rapido Bike Taxi,35.72,Expense,Transportation
03-17-2025,House Rent,10388.94,Expense,Housing
03-19-2025,Restaurant Dinner,1427.75,Expense,Food & Dining
03-19-2025,Water Bill,625.35,Expense,Utilities
03-19-2025,Hotel Stay,2329.76,Expense,Travel
03-19-2025,Ola Cab,156.43,Expense,Transportation
03-20-2025,Apollo Pharmacy,928.62,Expense,Healthcare
03-20-2025,Doctor Consultation,1093.0,Expense,Healthcare
03-21-2025,DMart Purchase,2763.43,Expense,Groceries
03-21-2025,Interest Credit,750.21,Income,Income
03-22-2025,House Rent,19112.2,Expense,Housing
03-22-2025,Amazon Prime,250.74,Expense,Subscriptions
03-23-2025,Travel Booking,7107.84,Expense,Travel
03-24-2025,Gaming Recharge,770.94,Expense,Entertainment
03-24-2025,BookMyShow Tickets,313.85,Expense,Entertainment
03-24-2025,Newspaper Subscription,218.43,Expense,Subscriptions
03-24-2025,Ola Cab,285.32,Expense,Transportation
03-25-2025,Doctor Consultation,886.52,Expense,Healthcare
03-25-2025,Rapido Bike Taxi,193.89,Expense,Transportation
03-25-2025,Book Purchase,1263.15,Expense,Education
03-26-2025,House Rent,13556.01,Expense,Housing
03-26-2025,Gym Membership,961.63,Expense,Healthcare
03-26-2025,Bonus Credit,42980.07,Income,Income
03-26-2025,Rapido Bike Taxi,85.8,Expense,Transportation
03-27-2025,House Rent,24962.49,Expense,Housing
03-27-2025,Online Course,4656.44,Expense,Education
03-30-2025,Rapido Bike Taxi,117.44,Expense,Transportation
03-31-2025,Doctor Consultation,490.6,Expense,Healthcare
04-01-2025,Doctor Consultation,1622.0,Expense,Healthcare
04-02-2025,Maintenance Charges,2903.57,Expense,Housing
04-03-2025,Zomato Food Delivery,337.74,Expense,Food & Dining
04-03-2025,Amazon Prime,881.83,Expense,Subscriptions
04-04-2025,Online Course,747.73,Expense,Education
04-04-2025,Doctor Consultation,452.59,Expense,Healthcare
04-05-2025,DMart Purchase,503.99,Expense,Groceries
04-05-2025,Gaming Recharge,586.6,Expense,Entertainment
04-05-2025,DMart Purchase,1726.58,Expense,Groceries
04-06-2025,Jio Recharge,514.61,Expense,Utilities
04-07-2025,UPI Received,8842.5,Income,Income
04-07-2025,Apollo Pharmacy,1653.65,Expense,Healthcare
04-07-2025,Amazon Prime,303.67,Expense,Subscriptions
04-07-2025,Amazon Prime,384.29,Expense,Subscriptions
04-08-2025,Freelance Payment,19939.84,Income,Income
04-09-2025,Gaming Recharge,287.65,Expense,Entertainment
04-09-2025,DMart Purchase,1522.19,Expense,Groceries
04-10-2025,Myntra Fashion,3425.98,Expense,Shopping
04-10-2025,Online Course,1595.99,Expense,Education
04-10-2025,Hotstar Subscription,750.4,Expense,Subscriptions
04-10-2025,Freelance Payment,25540.33,Income,Income
04-11-2025,Cashback Credit,627.56,Income,Income
04-11-2025,Dividend Credit,3073.08,Income,Income
04-12-2025,1mg Medicine Order,1126.46,Expense,Healthcare
04-12-2025,Maintenance Charges,2139.29,Expense,Housing
04-13-2025,Salary Credit,91471.96,Income,Income
04-13-2025,Hair Salon,1144.87,Expense,Personal Care
04-14-2025,Salary Credit,49994.83,Income,Income
04-14-2025,Parking Charges,247.71,Expense,Transportation
04-15-2025,Amazon Prime,436.25,Expense,Subscriptions
04-16-2025,Insurance Premium,9510.22,Expense,Insurance
04-16-2025,Hotstar Subscription,806.54,Expense,Subscriptions
04-17-2025,Spotify Premium,119.0,Expense,Subscriptions
04-17-2025,Hair Salon,558.16,Expense,Personal Care
04-18-2025,Amazon Purchase,2510.83,Expense,Shopping
04-18-2025,Parking Charges,273.84,Expense,Transportation
04-19-2025,Spa Treatment,1728.29,Expense,Personal Care
04-20-2025,Metro Card Recharge,276.22,Expense,Transportation
04-20-2025,Swiggy Order,134.8,Expense,Food & Dining
04-20-2025,Swiggy Order,346.37,Expense,Food & Dining
04-20-2025,Newspaper Subscription,166.64,Expense,Subscriptions
04-20-2025,UPI Received,6121.24,Income,Income
04-21-2025,Swiggy Order,363.47,Expense,Food & Dining
04-22-2025,Spotify Premium,119.0,Expense,Subscriptions
04-23-2025,Zomato Food Delivery,345.29,Expense,Food & Dining
04-23-2025,Travel Booking,12094.35,Expense,Travel
04-23-2025,Zomato Food Delivery,169.99,Expense,Food & Dining
04-24-2025,Transfer Received,22271.87,Income,Income
04-25-2025,1mg Medicine Order,729.55,Expense,Healthcare
04-25-2025,Bonus Credit,49301.64,Income,Income
04-28-2025,Metro Card Recharge,497.75,Expense,Transportation
04-29-2025,Travel Booking,19761.54,Expense,Travel
04-29-2025,Bonus Credit,39680.95,Income,Income
04-30-2025,Spa Treatment,2282.99,Expense,Personal Care
05-02-2025,BigBasket Groceries,2618.49,Expense,Groceries
05-03-2025,Parking Charges,232.18,Expense,Transportation
05-04-2025,YouTube Premium,139.0,Expense,Subscriptions
05-04-2025,YouTube Premium,139.0,Expense,Subscriptions
05-05-2025,Jio Recharge,574.17,Expense,Utilities
05-06-2025,Apollo Pharmacy,366.57,Expense,Healthcare
05-06-2025,UPI Received,3588.34,Income,Income
05-06-2025,Parking Charges,254.56,Expense,Transportation
05-06-2025,Gym Membership,1264.61,Expense,Healthcare
05-06-2025,Freelance Payment,7659.53,Income,Income
05-06-2025,Dividend Credit,14221.13,Income,Income
05-07-2025,Bonus Credit,27314.32,Income,Income
05-08-2025,Netflix Subscription,300.73,Expense,Subscriptions
05-08-2025,ATM Withdrawal,1443.49,Expense,Miscellaneous
05-09-2025,School Fees,9100.49,Expense,Education
05-11-2025,Maintenance Charges,1905.21,Expense,Housing
05-11-2025,Hotel Stay,2224.71,Expense,Travel
05-12-2025,ATM Withdrawal,2216.3,Expense,Miscellaneous
05-12-2025,More Supermarket,1740.34,Expense,Groceries
05-12-2025,Online Course,678.71,Expense,Education
05-13-2025,Water Bill,739.34,Expense,Utilities
05-13-2025,Refund Credit,4608.48,Income,Income
05-13-2025,House Rent,24650.31,Expense,Housing
05-14-2025,Zomato Food Delivery,416.32,Expense,Food & Dining
05-14-2025,Swiggy Order,479.28,Expense,Food & Dining
05-14-2025,Flipkart Order,4493.78,Expense,Shopping
05-17-2025,Jio Recharge,469.62,Expense,Utilities
05-18-2025,House Rent,16172.76,Expense,Housing
05-18-2025,YouTube Premium,139.0,Expense,Subscriptions
05-18-2025,Ola Cab,230.36,Expense,Transportation
05-18-2025,Metro Card Recharge,786.26,Expense,Transportation
05-18-2025,Online Course,4359.07,Expense,Education
05-19-2025,Bonus Credit,5667.62,Income,Income
05-19-2025,Airtel Mobile Bill,998.47,Expense,Utilities
05-20-2025,UPI Received,4062.42,Income,Income
05-20-2025,Refund Credit,3832.43,Income,Income
05-21-2025,Uber Ride,317.07,Expense,Transportation
05-21-2025,Amazon Prime,448.37,Expense,Subscriptions
05-22-2025,Water Bill,479.56,Expense,Utilities
05-23-2025,Newspaper Subscription,206.48,Expense,Subscriptions
05-23-2025,Dividend Credit,10771.28,Income,Income
05-23-2025,Meesho Order,908.75,Expense,Shopping
05-24-2025,Water Bill,326.44,Expense,Utilities
05-24-2025,Online Course,4496.77,Expense,Education
05-24-2025,Flipkart Order,2729.69,Expense,Shopping
05-25-2025,Uber Ride,481.85,Expense,Transportation
05-26-2025,Water Bill,373.29,Expense,Utilities
05-26-2025,Reliance Fresh,1571.44,Expense,Groceries
05-26-2025,Petrol / Diesel,3570.26,Expense,Transportation
05-26-2025,Flipkart Order,1542.21,Expense,Shopping
05-27-2025,Newspaper Subscription,156.78,Expense,Subscriptions
05-27-2025,Ola Cab,75.47,Expense,Transportation
05-27-2025,Transfer Received,11794.04,Income,Income
05-27-2025,Uber Ride,433.62,Expense,Transportation
05-28-2025,Coffee Shop,135.53,Expense,Food & Dining
05-28-2025,Gaming Recharge,1120.97,Expense,Entertainment
05-29-2025,Newspaper Subscription,197.96,Expense,Subscriptions
05-29-2025,Ola Cab,179.47,Expense,Transportation
05-31-2025,Salary Credit,83489.09,Income,Income
06-01-2025,Refund Credit,236.93,Income,Income
06-01-2025,Freelance Payment,19735.45,Income,Income
06-01-2025,PVR Cinemas,490.42,Expense,Entertainment
06-01-2025,Coffee Shop,381.35,Expense,Food & Dining
06-01-2025,More Supermarket,165.98,Expense,Groceries
06-01-2025,BigBasket Groceries,1022.85,Expense,Groceries
06-02-2025,Insurance Premium,8235.38,Expense,Insurance
06-02-2025,Travel Booking,6663.27,Expense,Travel
06-02-2025,BigBasket Groceries,2602.61,Expense,Groceries
06-03-2025,Newspaper Subscription,289.43,Expense,Subscriptions
06-04-2025,Cashback Credit,656.3,Income,Income
06-06-2025,UPI Received,13440.34,Income,Income
06-06-2025,Hotstar Subscription,870.9,Expense,Subscriptions
06-07-2025,Book Purchase,1236.61,Expense,Education
06-07-2025,Hotstar Subscription,251.7,Expense,Subscriptions
06-09-2025,Online Course,2143.5,Expense,Education
06-10-2025,House Rent,12198.48,Expense,Housing
06-10-2025,ATM Withdrawal,760.66,Expense,Miscellaneous
06-10-2025,School Fees,6123.76,Expense,Education
06-10-2025,Amazon Prime,983.31,Expense,Subscriptions
06-11-2025,Amazon Purchase,7225.57,Expense,Shopping
06-11-2025,Jio Recharge,321.42,Expense,Utilities
06-12-2025,UPI Received,11807.98,Income,Income
06-12-2025,School Fees,3270.56,Expense,Education
06-13-2025,House Rent,29903.45,Expense,Housing
06-13-2025,Netflix Subscription,340.2,Expense,Subscriptions
06-13-2025,Online Course,1893.56,Expense,Education
06-13-2025,More Supermarket,701.74,Expense,Groceries
06-13-2025,Rental Income,12434.65,Income,Income
06-14-2025,Swiggy Order,443.28,Expense,Food & Dining
06-14-2025,Hotel Stay,7779.89,Expense,Travel
06-15-2025,BigBasket Groceries,1725.61,Expense,Groceries
06-16-2025,Newspaper Subscription,105.59,Expense,Subscriptions
06-17-2025,House Rent,24419.61,Expense,Housing
06-17-2025,1mg Medicine Order,917.98,Expense,Healthcare
06-18-2025,PVR Cinemas,316.4,Expense,Entertainment
06-18-2025,Petrol / Diesel,934.53,Expense,Transportation
06-18-2025,PVR Cinemas,406.56,Expense,Entertainment
06-18-2025,Coffee Shop,474.09,Expense,Food & Dining
06-19-2025,Swiggy Order,462.55,Expense,Food & Dining
06-20-2025,Metro Card Recharge,712.8,Expense,Transportation
06-20-2025,Apollo Pharmacy,203.09,Expense,Healthcare
06-20-2025,ATM Withdrawal,1279.82,Expense,Miscellaneous
06-20-2025,Spotify Premium,119.0,Expense,Subscriptions
06-23-2025,BigBasket Groceries,1416.99,Expense,Groceries
06-23-2025,Hair Salon,611.88,Expense,Personal Care
06-23-2025,BigBasket Groceries,3590.59,Expense,Groceries
06-24-2025,Rapido Bike Taxi,171.95,Expense,Transportation
06-24-2025,Jio Recharge,519.14,Expense,Utilities
06-24-2025,Uber Ride,434.34,Expense,Transportation
06-24-2025,BookMyShow Tickets,400.65,Expense,Entertainment
06-25-2025,Zomato Food Delivery,842.89,Expense,Food & Dining
06-25-2025,Insurance Premium,5805.76,Expense,Insurance
06-26-2025,Zomato Food Delivery,466.53,Expense,Food & Dining
06-26-2025,Uber Ride,151.6,Expense,Transportation
06-26-2025,Rapido Bike Taxi,118.12,Expense,Transportation
06-26-2025,Myntra Fashion,3261.65,Expense,Shopping
06-27-2025,Newspaper Subscription,203.9,Expense,Subscriptions
06-27-2025,Meesho Order,1197.37,Expense,Shopping
06-27-2025,Parking Charges,155.08,Expense,Transportation
06-28-2025,Spotify Premium,119.0,Expense,Subscriptions
06-28-2025,Interest Credit,1746.06,Income,Income
06-29-2025,Myntra Fashion,3853.15,Expense,Shopping
06-29-2025,Doctor Consultation,1242.01,Expense,Healthcare
06-30-2025,Flipkart Order,5055.22,Expense,Shopping
06-30-2025,YouTube Premium,139.0,Expense,Subscriptions
06-30-2025,School Fees,13636.26,Expense,Education
07-01-2025,Ola Cab,393.57,Expense,Transportation
07-02-2025,Spa Treatment,1494.18,Expense,Personal Care
07-02-2025,Dividend Credit,1374.17,Income,Income
07-03-2025,Doctor Consultation,1569.08,Expense,Healthcare
07-04-2025,Uber Ride,338.7,Expense,Transportation
07-04-2025,Water Bill,721.28,Expense,Utilities
07-06-2025,Restaurant Dinner,1999.91,Expense,Food & Dining
07-06-2025,Spa Treatment,2457.77,Expense,Personal Care
07-07-2025,Refund Credit,3190.33,Income,Income
07-07-2025,Spotify Premium,119.0,Expense,Subscriptions
07-07-2025,Rapido Bike Taxi,197.89,Expense,Transportation
07-08-2025,Hair Salon,1047.69,Expense,Personal Care
07-08-2025,Reliance Fresh,1860.62,Expense,Groceries
07-08-2025,Spa Treatment,2769.79,Expense,Personal Care
07-08-2025,Meesho Order,1150.52,Expense,Shopping
07-09-2025,Flipkart Order,5098.21,Expense,Shopping
07-09-2025,Metro Card Recharge,324.37,Expense,Transportation
07-10-2025,1mg Medicine Order,784.44,Expense,Healthcare
07-10-2025,Hotstar Subscription,455.87,Expense,Subscriptions
07-10-2025,UPI Received,6353.91,Income,Income
07-10-2025,Cashback Credit,905.14,Income,Income
07-11-2025,Coffee Shop,373.56,Expense,Food & Dining
07-11-2025,Doctor Consultation,1998.12,Expense,Healthcare
07-12-2025,Gym Membership,606.78,Expense,Healthcare
07-13-2025,School Fees,4524.8,Expense,Education
07-13-2025,Meesho Order,1390.66,Expense,Shopping
07-13-2025,Coffee Shop,486.32,Expense,Food & Dining
07-13-2025,Dividend Credit,3074.81,Income,Income
07-13-2025,Airtel Mobile Bill,403.02,Expense,Utilities
07-14-2025,Rental Income,14802.49,Income,Income
07-14-2025,Spotify Premium,119.0,Expense,Subscriptions
07-14-2025,BigBasket Groceries,1969.0,Expense,Groceries
07-15-2025,Travel Booking,17706.28,Expense,Travel
07-15-2025,BookMyShow Tickets,364.36,Expense,Entertainment
07-16-2025,Meesho Order,1095.87,Expense,Shopping
07-16-2025,Bonus Credit,33953.07,Income,Income
07-16-2025,Insurance Premium,2556.21,Expense,Insurance
07-16-2025,Ajio Clothing,2874.58,Expense,Shopping
07-16-2025,Newspaper Subscription,226.1,Expense,Subscriptions
07-17-2025,Freelance Payment,16385.88,Income,Income
07-19-2025,Apollo Pharmacy,569.51,Expense,Healthcare
07-20-2025,Rental Income,5133.01,Income,Income
07-20-2025,Amazon Prime,698.67,Expense,Subscriptions
07-20-2025,Online Course,3831.81,Expense,Education
07-20-2025,More Supermarket,1235.59,Expense,Groceries
07-21-2025,Uber Ride,124.5,Expense,Transportation
07-21-2025,UPI Received,4124.11,Income,Income
07-21-2025,Airtel Mobile Bill,584.31,Expense,Utilities
07-22-2025,Water Bill,226.29,Expense,Utilities
07-22-2025,Flipkart Order,3215.94,Expense,Shopping
07-22-2025,School Fees,9400.45,Expense,Education
07-23-2025,Rental Income,22752.38,Income,Income
07-24-2025,Hotel Stay,6769.29,Expense,Travel
07-25-2025,Restaurant Dinner,2326.1,Expense,Food & Dining
07-25-2025,Netflix Subscription,255.34,Expense,Subscriptions
07-25-2025,House Rent,12818.72,Expense,Housing
07-25-2025,Hair Salon,1261.0,Expense,Personal Care
07-26-2025,Interest Credit,1356.6,Income,Income
07-26-2025,Restaurant Dinner,2835.01,Expense,Food & Dining
07-27-2025,Uber Ride,286.35,Expense,Transportation
07-28-2025,Ajio Clothing,2396.43,Expense,Shopping
07-28-2025,DMart Purchase,1230.67,Expense,Groceries
07-29-2025,Book Purchase,1158.55,Expense,Education
07-29-2025,House Rent,18036.88,Expense,Housing
07-29-2025,Rapido Bike Taxi,173.28,Expense,Transportation
07-30-2025,Interest Credit,1584.15,Income,Income
07-30-2025,Bonus Credit,49404.69,Income,Income
07-31-2025,YouTube Premium,139.0,Expense,Subscriptions
07-31-2025,Petrol / Diesel,3714.42,Expense,Transportation
07-31-2025,Uber Ride,481.94,Expense,Transportation
07-31-2025,Reliance Fresh,232.63,Expense,Groceries
07-31-2025,Amazon Prime,628.59,Expense,Subscriptions
08-02-2025,1mg Medicine Order,661.82,Expense,Healthcare
08-02-2025,Metro Card Recharge,590.81,Expense,Transportation
08-03-2025,Online Course,2651.25,Expense,Education
08-04-2025,Myntra Fashion,843.32,Expense,Shopping
08-05-2025,Restaurant Dinner,1816.47,Expense,Food & Dining
08-06-2025,Insurance Premium,8246.62,Expense,Insurance
08-06-2025,PVR Cinemas,648.79,Expense,Entertainment
08-07-2025,BigBasket Groceries,2837.02,Expense,Groceries
08-07-2025,Hotel Stay,9806.66,Expense,Travel
08-09-2025,Jio Recharge,295.55,Expense,Utilities
08-09-2025,Restaurant Dinner,2889.49,Expense,Food & Dining
08-10-2025,YouTube Premium,139.0,Expense,Subscriptions
08-10-2025,UPI Received,8621.26,Income,Income
08-11-2025,Hotstar Subscription,295.64,Expense,Subscriptions
08-11-2025,Petrol / Diesel,3857.19,Expense,Transportation
08-12-2025,DMart Purchase,2342.19,Expense,Groceries
08-13-2025,Spa Treatment,2802.79,Expense,Personal Care
08-13-2025,Netflix Subscription,217.8,Expense,Subscriptions
08-13-2025,BookMyShow Tickets,1078.13,Expense,Entertainment
08-14-2025,DMart Purchase,1371.7,Expense,Groceries
08-14-2025,Newspaper Subscription,250.63,Expense,Subscriptions
08-14-2025,Hair Salon,537.31,Expense,Personal Care
08-14-2025,Apollo Pharmacy,1840.29,Expense,Healthcare
08-15-2025,Ola Cab,233.8,Expense,Transportation
08-15-2025,Uber Ride,581.01,Expense,Transportation
08-16-2025,Uber Ride,276.02,Expense,Transportation
08-17-2025,Swiggy Order,181.79,Expense,Food & Dining
08-17-2025,Ola Cab,154.81,Expense,Transportation
08-18-2025,Insurance Premium,6641.38,Expense,Insurance
08-19-2025,Doctor Consultation,539.72,Expense,Healthcare
08-20-2025,DMart Purchase,3144.41,Expense,Groceries
08-20-2025,Gaming Recharge,487.9,Expense,Entertainment
08-21-2025,Meesho Order,1204.18,Expense,Shopping
08-21-2025,Apollo Pharmacy,337.46,Expense,Healthcare
08-21-2025,Electricity Bill,2368.8,Expense,Utilities
08-22-2025,Flipkart Order,2690.33,Expense,Shopping
08-22-2025,Transfer Received,10927.29,Income,Income
08-22-2025,Apollo Pharmacy,1574.0,Expense,Healthcare
08-23-2025,Flipkart Order,929.59,Expense,Shopping
08-23-2025,Spotify Premium,119.0,Expense,Subscriptions
08-23-2025,Insurance Premium,6649.86,Expense,Insurance
08-23-2025,Transfer Received,25370.64,Income,Income
08-23-2025,Cashback Credit,357.28,Income,Income
08-24-2025,Interest Credit,636.76,Income,Income
08-24-2025,Jio Recharge,439.27,Expense,Utilities
08-25-2025,Rapido Bike Taxi,183.33,Expense,Transportation
08-25-2025,Coffee Shop,400.13,Expense,Food & Dining
08-25-2025,Bonus Credit,39378.97,Income,Income
08-26-2025,Reliance Fresh,182.65,Expense,Groceries
08-26-2025,Metro Card Recharge,231.12,Expense,Transportation
08-27-2025,Parking Charges,140.52,Expense,Transportation
08-27-2025,Interest Credit,573.75,Income,Income
08-28-2025,BigBasket Groceries,1927.51,Expense,Groceries
08-29-2025,Dividend Credit,11570.6,Income,Income
08-29-2025,Gaming Recharge,357.34,Expense,Entertainment
08-29-2025,Coffee Shop,480.73,Expense,Food & Dining
08-29-2025,Dividend Credit,6073.43,Income,Income
08-30-2025,PVR Cinemas,465.83,Expense,Entertainment
08-30-2025,Netflix Subscription,170.79,Expense,Subscriptions
08-31-2025,Amazon Prime,664.93,Expense,Subscriptions
